PMID,Title,Year,Journal,Abstract
41819018,"Knowledge, Attitude and Practice of selected Dinacarya practices among BAMS Students in Kerala - A Cross Sectional Study.",2026,Journal of Ayurveda and integrative medicine,"Ayurveda students in India learn Dinacarya practices (daily routines) during BAMS course (Undergraduate Ayurveda medical education course), with limited research on its awareness and adoption. A valid database on Knowledge-Attitude Practice (KAP) status of Dinacarya practices is ideal for self-evaluation and further student improvement. To assess the KAP status of selected Dinacarya practices among BAMS students in Kerala. Cross-sectional study among 216 students aged 18-27 years, using stratified two-stage sampling from two strata - Government/Aided and Private Ayurveda colleges in Kerala (7 colleges). Semi constructed KAP questionnaire on selected ten Dinacarya developed through literature review, focus group discussion (FGD),content and face validity checking. Population estimates calculated using survey weights and Multiple linear regression (MLR) to identify predictors of KAP components and composite scores was used. Population-weighted mean K, A, P and total KAP scores of Dinacarya came to 6.65 (SE=0.48), 3.25 (SE=0.22), -5.01 (SE=0.29) and 4.89 (SE=0.61) respectively. MLR analysis revealed that knowledge was primarily determined by institutional factors, attitude reflects lifestyle pathways and Practice projects multilayered predictors encompassing environmental and institutional factors. Weighted KAP analysis revealed knowledge scores exceeding attitude and practice scores, indicating a knowledge-practice gap. Institutional entity emerged as overall determinant, residence type and psychological disposition are crucial factors.Health behaviors practice progressively decline with advancement in academic years."
41818908,Interventions for preventing or reducing nurse burnout: A systematic review and meta-analysis.,2026,International journal of nursing studies,"Nursing burnout, recognised in the International Classification of Diseases 11th Revision (ICD-11) as emotional exhaustion, depersonalisation, and reduced professional efficacy, threatens staff retention, patient safety, and quality of care, and also undermines the psychological wellbeing and overall quality of life of nurses themselves. Although numerous interventions exist, it is unclear which approaches (individual-level vs. organisational-level) yield the greatest and most durable reductions in burnout. Guided by Maslach's tripartite burnout model and the Job Demands-Resources framework, to quantify the effects of nurse-targeted interventions on global burnout, and its three dimensions (emotional exhaustion, depersonalisation, and professional efficacy/personal accomplishment), and to explore durability and moderators (intervention type) across both individual- and organisational-level strategies. Systematic review and meta-analysis. Six databases (MEDLINE, CENTRAL, PsycINFO, CINAHL, Scopus and Web of Science) were searched from inception to October 2025. Randomised, quasi-experimental or controlled before-after studies targeting registered nurses were eligible. Risk of bias was assessed with RoB 2 (RCTs) or ROBINS-I (non-randomised). Random-effects meta-analyses generated Hedges g; heterogeneity was explored with I<sup>2</sup> and subgroup tests. GRADE informed certainty ratings. The review followed PRISMA 2020 and was prospectively registered (PROSPERO CRD420251041394). Sixty-three studies met inclusion criteria; forty-six contributed to quantitative synthesis. Interventions produced significant reductions in global burnout (g = -0.71, 95% CI -1.27 to -0.14; k = 11). Effects were strongest for emotional exhaustion (g = -1.46, 95% CI -2.64 to -0.27) and depersonalisation (g = -0.89, 95% CI -1.54 to -0.24), whereas personal accomplishment showed small, imprecise, and inconsistent changes. By intervention type, mindfulness and yoga programmes produced the most consistent improvements in exhaustion and depersonalisation; workshop-based approaches yielded smaller but favourable effects. Sensitivity analyses restricted to randomised controlled trials confirmed the direction of benefit and attenuated extreme values. No evidence of publication bias was detected. Mindfulness-based and brief positive-psychology interventions offer the most reliable and scalable pathway to mitigating nurse burnout, particularly emotional exhaustion. Hybrid relational formats (Balint groups, reflective supervision) show additional promise when paired with protected time and managerial endorsement, whereas passive educational packages are insufficient. Health-system leaders should integrate accessible digital mindfulness or gratitude-based micro-interventions into routine wellness platforms and reinforce these with team-level reflective structures. Future research should include head-to-head trials, cost-effectiveness analyses, and studies in resource-constrained settings with follow-up beyond six months."
41817603,Toward a strengths-based approach to evidence-based psychotherapy for PTSD: A qualitative comparison of veterans' and clinicians' perspectives.,2026,"Psychological trauma : theory, research, practice and policy","To explore and compare veteran and clinicians perspectives on veterans' strengths and ways strengths are used in care to promote engagement and recovery. We recruited veteran-clinician dyads from a rural Veterans Affairs Medical Center for qualitative interviews with veterans (<i>n</i> = 15) who had initiated a trauma-focused evidence-based psychotherapy (TF-EBP) with the dyad clinician (<i>n</i> = 8; some were interviewed about two veterans). They were interviewed about four types of veterans' strengths: coping skills, external supports, internal assets, and values/sources of meaning. We summarized and compared within-dyad responses. Both veterans and clinicians reported discussing strengths at least once, but they were often underutilized. Psychotherapy coping skills, internal assets, and values/sources of meaning were most commonly integrated into TF-EBPs. External supports and complementary coping skills (e.g., yoga, walking) were infrequently integrated. Differences were observed between veteran and clinician perspectives: (a) some veterans identified relationships as supportive that clinicians believed worsened TF-EBP engagement and posttraumatic stress disorder recovery, and (b) clinicians noted many internal assets that veterans did not see in themselves. Veterans bring many strengths to posttraumatic stress disorder therapy, yet these are often underused. There is a need to develop resources and adjunctive interventions for integrating strengths into TF-EBP delivery and to implement family involvement in care. (PsycInfo Database Record (c) 2026 APA, all rights reserved)."
41816531,Breath restored: yoga-based training lowers estimated lung age among individuals with opium dependence in a residential pre-post study.,2026,Frontiers in psychiatry,"Chronic opium use is associated with respiratory impairment and increased risk of respiratory-related mortality. We evaluated whether a structured, breath-centred <i>yoga</i> programme could improve pulmonary function in men with opium dependence. In this single-arm pre-post feasibility study, 38 men were enrolled during a 1-month residential de-addiction programme and 30 completers (mean age 43.5 ± 12.2 years) underwent spirometry at baseline and after a month of twice-daily, instructor-led breath-based <i>yoga</i> (<i>pranayama</i>, <i>asana</i>-linked breathing, and relaxation). Primary outcomes were within-group changes in forced vital capacity (FVC), forced expiratory volume in 1 s (FEV<sub>1</sub>), FEV<sub>1</sub>/FVC, peak expiratory flow rate (PEFR), mid-expiratory flows, and estimated lung age; paired t-tests and Cohen's d were used for inference. The intervention was associated with statistically significant increases in FVC (2.76 ± 0.94 to 3.37 ± 0.73 L; mean change +0.61 L; p < 0.001; d = 0.88) and PEFR (4.45 ± 1.95 to 6.09 ± 1.97 L·s<sup>-</sup>¹; +1.64; p < 0.001; d = 0.84), and a moderate increase in FEV<sub>1</sub> (2.34 ± 0.88 to 2.71 ± 0.79 L; +0.37; p = 0.011; d = 0.49). FEV<sub>1</sub>/FVC did not change significantly (85.65 ± 9.41% to 82.15 ± 17.55%; p = 0.404). Estimated lung age decreased by a mean of 6.72 years (47.96 ± 16.87 to 41.24 ± 14.00 years; p = 0.003; d = 0.59). No serious adverse events were reported. A month of structured breath-based <i>yoga</i> produced clinically and statistically meaningful improvements in lung volumes, expiratory flow, and estimated lung age in men with chronic opium dependence. These pilot data support testing this culturally acceptable, low-cost intervention in larger, randomized trials to confirm efficacy, explore mechanisms, and determine durability. CTRI/2025/07/089999."
41816145,A traffic light approach to lifestyle change: Health building guideline for NCD outpatients in India.,2026,Journal of family medicine and primary care,"To develop and describe a simple, culturally appropriate, evidence-based lifestyle intervention tool and administration protocol for stable NCD outpatients. A multidisciplinary team synthesized global (WHO) and national (ICMR-NIN) guidelines, behaviour-change principles (COM-B, Health Belief Model, self-efficacy), and patient/provider feedback to create a one-page bilingual handout containing 21 evidence-based recommendations classified using a traffic-light system (red: avoid; green: consume safely; yellow: lifestyle actions). A structured 7-step protocol was designed for administration by nurses/dietitians, physicians, and yoga instructors, incorporating motivational interviewing, lifestyle scoring (0-21), goal setting, practical demonstration, and follow-up. The ""Health Building Lifestyle Guideline"" and protocol were successfully piloted in an integrative health clinic serving industrial workers. Patients and providers reported high acceptability, improved comprehension, and enthusiasm for the visual traffic-light format, numeric lifestyle score, and team-based reinforcement. This novel, low-cost, replicable traffic-light lifestyle guideline with a structured 7-step delivery protocol effectively bridges the knowledge-practice gap and empowers NCD outpatients to adopt and sustain healthier behaviours. Wider implementation and formal outcome evaluation are recommended."
41812772,Effectiveness of aerobic exercise in fibromyalgia: A systematic review and network meta-analysis.,2026,Complementary therapies in medicine,"Fibromyalgia is a chronic syndrome characterized by widespread musculoskeletal pain, fatigue, depressive symptoms, and sleep disturbances, with substantial impairment in quality of life. Aerobic exercise is widely recommended as a non-pharmacological management strategy, and evidence supports benefits for both physical and psychological outcomes. However, comparative evidence on different exercise modalities remains limited. This study aimed to compare the effects of various exercise interventions on overall health status, pain intensity, depressive symptoms, and sleep quality in patients with fibromyalgia using a network meta-analysis (NMA). PubMed, Embase, the Cochrane Library, and Web of Science were systematically searched from inception to February 7, 2025, for randomized controlled trials (RCTs). An NMA was conducted to compare Baduanjin, dance, Pilates, swimming, Tai Chi, walking, yoga, and Liuzijue in patients with fibromyalgia. Effect sizes were estimated using random-effects models, and risk of bias was independently assessed using the Cochrane Risk of Bias tool. Statistical analyses were performed using Stata 15.0 and R 4.4.0. Twenty randomized controlled trials involving 1196 patients with fibromyalgia and eight aerobic exercise interventions were included. In relative-effect comparisons versus control, swimming showed the greatest improvement in overall health status (MD = -23.36; 95% CI [-40.77, -4.32]). Liuzijue showed the greatest benefit for pain intensity (MD = -3.69; 95% CI [-5.37, -2.02]) and was also most likely to improve sleep quality (MD = -5.29; 95% CI [-8.98, -1.64]). For depressive symptoms, walking had the highest treatment-ranking probability; however, its estimated effect versus control was not statistically significant (MD = -5.99; 95% CI [-14.67, 2.74]). Among single-form aerobic exercise interventions for fibromyalgia, swimming appeared to provide the greatest improvement in overall health status, while Liuzijue showed favorable effects on pain reduction and sleep quality. Walking ranked highest for depressive symptoms, but the evidence for its effect was uncertain. These findings support consideration of selected aerobic exercise modalities as complementary non-pharmacological options in fibromyalgia management, while further high-quality RCTs are needed to strengthen the evidence."
41812552,"Contributions of yoga and aerobic exercise to acute changes in state affect, circulating BDNF and eCB concentrations, and memory.",2026,Psychoneuroendocrinology,"Acute exercise modulates circulating exerkines and affective states, yet it remains unclear whether mind-body exercise modalities, such as yoga, elicit responses observed in aerobic exercise. This study examined the acute effects of yoga, stretching, moderate-intensity aerobic exercise, and low-intensity aerobic exercise on exerkines and affect. Eighty-eight adults (52% female; mean age = 23.3 ± 5.79 years) were randomized to one of two study arms: aerobic exercise (moderate-intensity = 70-75% heart rate max and low-intensity = 40-50% heart rate max) or mind-body exercise (yoga and stretching). At two laboratory visits, participants completed 30-minutes of each condition within their assigned arm in a counterbalanced order. Venous blood collected immediately before and after exercise was analyzed for brain-derived neurotrophic factor (BDNF) and endocannabinoids (N-arachidonoylethanolamine [AEA], 2-arachidonoylglycerol [2-AG]). State anxiety and positive and negative affect were assessed pre- and post-exercise. Linear mixed-effects models tested pre-to-post changes and condition interactions. Moderate-intensity aerobic exercise increased circulating concentrations of AEA (b = 0.10, p = .005), while 2-AG and BDNF concentrations were unchanged across conditions. All four exercise conditions decreased state anxiety and negative affect, whereas only yoga, stretching, and moderate-intensity aerobic exercise increased positive affect. Pre-to-post AEA increases were correlated with changes in positive affect (b = 0.18, p = .041). In this randomized study-arm design, moderate-intensity aerobic exercise uniquely increased AEA, whereas affective improvements were observed across modalities. These findings implicate cardiovascular intensity in the endocannabinoid response to exercise, while diverse forms of acute exercise are associated with short-term affective benefits."
41809163,Role of lifestyle modifications in glaucoma: A systematic review.,2026,World journal of methodology,"Glaucoma is a group of eye diseases that lead to irreversible damage to the optic nerve and gradual vision loss. Although it can occur at any age, it is most commonly seen in people over 40. Globally, around 60.5 million people are currently affected, and this number is expected to rise to over 110 million by 2040. Often called the ""silent thief of sight"", glaucoma typically progresses without noticeable symptoms until significant vision has already been lost, making it a major cause of visual disability worldwide. Despite advancements in research, lowering intraocular pressure (IOP) remains the only proven way to slow or halt disease progression. To explore the potential role of lifestyle modifications in the prevention and management of glaucoma, particularly as complementary strategies alongside traditional IOP-lowering treatments. An extensive review of existing literature was carried out to examine the effects of various lifestyle factors-including diet, physical activity, yoga practices, sleep posture, and the use of nutritional supplements-on the development and progression of glaucoma. Several studies suggest that lifestyle changes may have a positive impact on glaucoma outcomes. Regular physical exercise, balanced nutrition, certain yoga postures, and proper sleep positioning have been associated with benefits for eye health. Additionally, some supplements may support the optic nerve and contribute to slowing disease progression. These approaches, which are already recognized in the management of other chronic conditions like diabetes and hypertension, show promise in glaucoma care as well. While lowering IOP remains the cornerstone of glaucoma treatment, there is growing interest in the role of lifestyle choices in influencing disease progression. Adopting healthier habits may serve as a valuable addition to existing treatment plans. More clinical research is needed to better understand these connections and to guide practical recommendations for patients and clinicians alike."
41807980,Investigating complementary and alternative medicine in Norwegian hospitals: a cross-sectional study with process evaluation.,2026,BMC complementary medicine and therapies,"BACKGROUND: Hospitals worldwide have expanded their offerings of Complementary and Alternative Medicine (CAM) in recent years. However, there is a lack of updated data about CAM services offered in Norwegian hospitals. This study aimed to investigate the prevalence of CAM in Norwegian hospitals and explore how CAM is practiced within these hospitals. METHODS: This study employed a mixed-methods approach, including a cross-sectional survey administered to all Norwegian hospitals (response rate, 74%; n = 215) and a process evaluation with healthcare providers (n = 11) practicing CAM at these hospitals. Survey data were analyzed using descriptive statistics, Pearson chi-square test, Fisher exact test, and binary logistic regression. Content analysis was employed to analyze the process evaluation data. RESULTS: More than half of the hospitals (54%, n = 115) reported offering CAM to patients, and the highest prevalence was reported at clinics for substance abuse (77%, n = 27) and psychiatric hospitals (75% n = 41). Acupuncture (21%, n = 45), expressive art therapy (21%, n = 45), and yoga (21%, n = 45) were the most used modalities. In a process evaluation, four main themes were identified: the incorporation of CAM at hospitals, Reasons for offering CAM at hospitals, Advantages of offering CAM at hospitals, and the Safety of CAM. CONCLUSION: This study demonstrates that CAM is widely offered in Norwegian hospitals, consistent with previous research. While participants in the process evaluation viewed CAM as a holistic and beneficial approach to care, its adoption remains inconsistent across institutions. This variability, likely due to the lack of defined CAM roles and job descriptions, may pose indirect risks to both healthcare providers and patients. Standardized guidelines are needed to ensure safe and fair implementation."
41807881,Integrative medicine for pain among adolescent and young adult patients with cancer: a scoping review.,2026,Journal of cancer survivorship : research and practice,"Pain is common and debilitating among adolescents and young adults (AYAs, aged 15-39 years) with cancer. Conventional pain management is often insufficient and carries risks, particularly opioid misuse. Integrative medicine (IM) interventions offer promising nonpharmacological strategies, but evidence for AYAs remains unclear. This scoping review mapped the existing literature on IM interventions for pain management in AYAs with cancer and identified gaps to guide future research. We searched PubMed, Embase, and Scopus from database inception through August 31, 2025. Eligible studies included AYAs with cancer receiving IM interventions where pain was an outcome. Data were extracted on study characteristics, populations, interventions, pain outcomes, and qualitative findings. From 3,494 records, 22 studies met inclusion criteria, with only 7 (31.8%) being randomized clinical trials (N were all less than 150). Interventions included acupuncture, massage, yoga, mindfulness, music therapy, exercise, osteopathic manipulation, aromatherapy, and multimodal approaches. Pain was a common reason for IM use in descriptive studies. Ten of 15 studies reported that IM interventions improved pain outcomes either quantitatively or qualitatively. Evidence was limited by few prospective studies, small sample sizes, heterogeneous measures, and short follow-up. IM interventions may improve pain for AYAs, but evidence is extremely limited. Rigorous prospective research is needed to build the evidence base and inform integration of IM into AYA pain management. IM interventions show promise in reducing pain for AYAs, but AYA-focused intervention development and clinical trials are needed to guide evidence-based integration into routine care."
41805563,Mapping Tridosha Prakriti to Anthropometric Somatotype and Body Composition: A Cross-sectional Study.,2026,Advances in mind-body medicine,"Ayurveda prioritizes prevention and personalized treatment based on Tridosha composition. Very few studies have adopted the transdiagnostic approach of associating Tridosha with anthropometric and body composition parameters, especially in the Indian population. To map Tridosha with anthropometric somatotypes and body compositions, and develop regression models for predicting Vata, Pitta, and Kapha from physical parameters. This cross-sectional study assessed 57 healthy male Indian university students who underwent anthropometric and body composition assessments including Heath-Carter somatotyping, and Tridosha profiling (using Ayusoft®). Chi-square tests with Cramer's-V statistics evaluated associations between Tridosha, somatotype, and body mass index (BMI) categories. Least absolute shrinkage and selection operator (LASSO) regression models were developed to predict Vata, Pitta, and Kapha from physical parameters. Vata and Kapha showed significant (P < .001) negative and positive correlations, respectively, with weight, BMI, lean body mass, soft lean mass, mean body fat, body fat%, waist and hip circumference, waist-height ratio, endomorph, and mesomorph. Pitta showed a similar trend as Kapha in waist circumference, BMI, waist-height and height-weight ratio, mesomorph, and ectomorph only; however, the correlations were weak (|r| < 0.32). LASSO regression identified that anthropometric and body composition parameters significantly predict Vata (R2 = 0.77, RMSE = 4.92) and Kapha (R2 = 0.60, RMSE = 6.77), while Pitta (R2 = 0.24, RMSE = 6.45) appeared independent of these measurements. This transdiagnostic relationship between Tridosha, body composition, and somatotype maps traditional Ayurvedic knowledge with contemporary science, and has potential implications for integrative healthcare applications. Anthropometry, Ayurveda, Ayusoft, Body Fat, Prakriti, Somatotype."
41805562,Effect of Sookshma Meditation on Cognition and Mental Health Among Students: A Pilot Study.,2026,Advances in mind-body medicine,"Meditation is increasingly recognised for its potential to enhance cognitive function and mental well-being, particularly among students experiencing academic stress. Sookshma Meditation, a practice that integrates subtle physical movements with breath awareness, offers a unique approach to enhancing mental health and cognitive performance. This pilot study aimed to evaluate the effects of Sookshma Meditation on cognitive functions and mental health among students. A pilot randomized controlled trial was conducted with 42 students, aged 19-25 years, and randomly assigned to a study group (n=20) and a control group (n=22). Both interventions lasted 30 minutes, five days a week for 4 weeks. The study group practised Sookshma Meditation, a structured technique incorporating subtle physical movements to release tension, breath awareness, heart-centred self-compassion affirmations, and silent chanting. The control group engaged in 10 minutes of slow mindful walking followed by 20 minutes of seated simple breath observation. Cognitive parameters were assessed pre- and post-intervention using the Mini-Mental State Examination (MMSE), Trail Making Tests A and B, and P300 event-related potential latency and amplitude. The Sookshma Meditation group exhibited significant within-group improvements, including reduced P300 rare stimuli (P= .032), increased P300 amplitude (P = .036), reduced Trail Making Test B scores (P < .001), and increased MMSE scores (P < .001). The control group showed significant within-group improvement only in reduced Trail Making Test B completion time (P = .009), without significant changes in P300 parameters or MMSE scores. Comparison of change scores between groups revealed significantly higher improvements in the Sookshma Meditation group for Trail Making Test B (P < .001) and MMSE (P = .012). Sookshma Meditation is associated with positive effects on cognitive function in students, including improved attention, cognitive flexibility, and global cognition. These preliminary findings suggest its potential as a practical intervention for enhancing academic performance through better cognitive abilities. Further studies with larger sample sizes, multicentric designs, and longer follow-up are warranted. Yoga, Meditation, Cognition, Mindfulness, Adult."
41805561,"Improvement from Irritable Bowel Syndrome and Anxiety Through Integrative Yoga, Meditation and Naturopathy: A Case Report.",2026,Advances in mind-body medicine,"Irritable bowel syndrome is a major disorder of the gut-brain axis commonly caused by psychological distress. We report the case of a 21-year-old patient with a long-standing history of IBS-related symptoms. The diagnosis was established in accordance with the Rome IV criteria. Despite prolonged pharmacotherapy, the patient experienced minimal symptomatic improvement. Consequently, an integrative approach incorporating Sudarshan Kriya Yoga, Sahaj Samadhi Meditation and naturopathy, was introduced alongside standard-of-care treatment. Both clinical and psychological assessments were conducted. Following nine months of intervention, the patient demonstrated marked improvement in stool consistency (approximately 80% formed stools), a reduction in stool frequency, and a significant decrease in anxiety levels. Irritable Bowel syndrome, Gut health, Generalized anxiety disorder, Sudarshan Kriya, Sahaj Samadhi Meditation, Naturopathy."
41804524,Understanding the Link Between Spirituality and Neurorehabilitation: A Narrative Review.,2026,NeuroRehabilitation,"BackgroundSpirituality is an essentially universal human experience and is incorporated into concepts of health and well-being in many cultures. The spiritual domain of quality of life, spared in the disability paradox, may be harnessed for recovery through internal adaptation and coping skills. This can help the individual attain his/her full potential while optimizing health-related quality of life. This narrative review explored the role of spirituality in neurorehabilitation.MethodsWe conducted a narrative review of relevant articles published between 2000 and 2024 using the following search terms: ""spirituality"", ""spiritual care"", ""neurorehabilitation"", ""stroke rehabilitation"", ""brain injury rehabilitation"", ""spinal cord injury"", ""Parkinson's disease"", ""recovery"", ""neuroplasticity"", ""music therapy"". Similar articles were harmonized to avoid redundancy.ResultsWe retrieved 9,200 articles. After the removal of non-relevant duplicates, 50 articles were reviewed. We observed that many cultures have recognized the experience of spirituality and its impact on health for centuries. Recent advances in neuroradiology have enabled us to map such experiences to specific brain pathways. Their activation is associated with increased neuronal activities that potentially lead to the strengthening of existing synapses, the formation of new synapses, and spatial re-orientation of neuronal networks, suggesting that spiritual activation may favorably contribute to neuroplasticity. There is emerging evidence that supports the benefits of spiritually-based interventions such as meditation, prayer, singing, dancing, yoga, and others for improvement in patients.ConclusionWhile observational data are strong, more randomized controlled trials (RCTs) are needed to establish the role of spiritual interventions and inclusion in neurorehabilitation guidelines towards achieving holistic restoration."
41800211,Baicalein downregulates kinase-based and estrogen signaling pathways in breast cancer stem cells: an integrated bioinformatics and gene expression study.,2026,Cytotechnology,"Breast cancer stem cells (BCSCs) are one of the causes of drug resistance and disease recurrence due to their capacity for self-renewal and heterogeneity induction. A new BCSC-targeting agent has become a prospective approach to overcome resistance. Baicalein (5,6,7-trihydroxyflavone), a flavonoid extracted from <i>Scutellaria baicalensis</i>, has demonstrated anticancer activities in several models, including breast cancer. However, further elucidation of its effects on BCSCs is required. This study utilizes integrative bioinformatic approaches to identify the potential targets of baicalein in overcoming BCSC. <i>In vitro</i> experiments confirmed the top ten target genes recognized during a previous bioinformatic analysis of MCF-7 as a mammosphere for cytotoxicity and gene expression assays. We identified the potential baicalein target genes in BCSCs, which include <i>CTNNB1</i>, <i>STAT3</i>, <i>BCL2</i>, <i>HIF1A</i>, <i>ESR1</i>, <i>TNF</i>, <i>CCND1</i>, <i>IL6</i>, <i>JUN</i>, and <i>MAPK3</i>. Gene annotation and Kyoto Encyclopedia of Genes and Genome (KEGG) pathway analysis revealed a possible attenuation of the estrogen signaling pathway by baicalein and its involvement in cell cycle regulation. We successfully constructed a three-dimensional (3D) mammosphere culture and characterized it to possess higher levels of ""stemness-associated"" factors (<i>OCT4</i> and <i>SOX2</i>) compared to two-dimensional (2D) cultures. Baicalein did not demonstrate any significant effects on cell viability in both 2D and 3D cultures, although a decline was observed in 2D cultures. qRT-PCR revealed that baicalein suppressed all hub genes. Furthermore, molecular docking confirmed the gene expression patterns and that baicalein had better binding affinity to CTNNB1, STAT3, TNF, JNK1, and mitogen-activated protein kinase (MAPK) than the respective native ligands. In addition, other proteins also interacted with baicalein, as reflected by the docking scores. Baicalein was identified to interact with ten potential targets through a bioinformatics study, although it did not exhibit cytotoxicity in 2D and 3D MCF-7 cultures. However, a downward trajectory was observed in the expression levels of hub genes related to kinase pathways, like Wnt/β catenin, PI3K/Akt, and MAPK, as well as inflammation-associated genes that correlate with BCSC survivability. One of the most prominent was the estrogen signaling pathway, which was supported by the molecular docking results. Future research directions included confirmation of baicalein's efficacy and toxicity through <i>in vivo</i> approaches, as well as to understand its efficacy as a combination chemotherapeutic agent. The online version contains supplementary material available at 10.1007/s10616-026-00917-9."
41799771,"Effect of Virtual Reality-Based Mindfulness Program vs Audio-Guided Mindfulness on Depression, Sleep, and Quality of Life in Dementia Family Caregivers: An Exploratory Randomized Controlled Trial.",2026,International journal of medical sciences,"Family caregivers of individuals with dementia often experience significant psychological and physical burdens. While mindfulness-based interventions have shown potential in improving caregiver well-being, the effects of integrating virtual reality (VR) technology into these interventions remain underexplored. This study compared a VR-based mindfulness program with an audio-guided mindfulness program on depression, sleep quality, and quality of life among family caregivers of people with dementia. An exploratory randomized controlled trial was conducted with 16 dementia family caregivers. Participants were randomly assigned to a VR-based mindfulness intervention group or an audio-guided mindfulness active control group. The six-week intervention included practices such as mindful breathing, body scanning, and yoga. The primary outcome was depression (Center for Epidemiologic Studies Depression Scale, CES-D). Secondary outcomes were sleep quality (Chinese Pittsburgh Sleep Quality Index, CPSQI) and quality of life (WHOQOL-BREF Taiwan version). Outcomes were assessed at baseline and post-intervention. Within-group changes were assessed using the Wilcoxon signed-rank test, and between-group differences in change scores were compared using the Mann-Whitney U test. Both groups showed significant within-group improvements in depression (VR: -4.50, <i>p</i> = .012; audio: -4.00, <i>p</i> = .012), sleep quality (VR: -1.50, <i>p</i> = .012; audio: -1.50, <i>p</i> = .017), and quality of life (VR: +2.00, <i>p</i> = .012; audio: +3.00, <i>p</i> = .012). Although between-group differences were not statistically significant, no VR-related adverse symptoms were reported, and the findings support further evaluation of VR-delivered mindfulness in larger trials. Both VR-based and audio-guided mindfulness interventions were associated with within-group improvements in depression, sleep, and quality of life in dementia caregivers. VR offers an engaging alternative for mindfulness delivery, with potential to enhance user experience. Given the small sample size, these findings should be interpreted cautiously, and larger studies are needed to examine VR's added benefits."
41796643,Feasibility and preliminary efficacy of an online yoga program for managing symptoms of post-treatment lyme disease syndrome.,2026,Complementary therapies in medicine,"We evaluated the feasibility and efficacy of a 12-week synchronous online yoga program for managing post-treatment Lyme disease syndrome (PTLDS) symptoms, focusing on pain, physical functioning, and cognitive performance. Thirteen participants with PTLDS (aged 21-60 years; 92% female) participated in 75-minute weekly sessions led by certified yoga instructors, with 15-20 min of daily homework on five non-treatment days. Outcome measures included the Health-Related Quality of Life - Short Form (SF-36), Brief Pain Inventory (BPI), and the Cambridge Neuropsychological Test Automated Battery (CANTAB). The primary feasibility goals were met with a retention rate of 92.50%, treatment adherence of 82.70%, and a treatment satisfaction score of 3.4/4. The missing data rate was low at 3.90%. Significant improvements were observed in pain levels, as indicated by the SF-36 pain scale (t[11] = -3.19, p = 0.01, d = -0.92), and pain interference significantly decreased during daily activities, as measured by the BPI (t[11] = 2.61, p = 0.02, d = 0.75). Participants also reported fewer physical limitations during personal activities (t[11] = -2.46, p = 0.03, d = -0.71; SF-36). Cognitive improvement was indicated by a significant reduction in errors on the CANTAB Spatial Working Memory task (t[8] = 3.11, p = 0.02, d = 1.04). Online yoga is feasible and associated with significant reductions in pain, improved physical functioning, and enhanced cognitive performance among participants with PTLDS. These findings suggest that online yoga may be a scalable, accessible, and effective intervention for managing PTLDS symptoms."
41791601,Effects of different mind-body interventions for pregnant women on mental health: A systematic review and network meta-analysis of randomized controlled trials.,2026,Journal of affective disorders,"Maternal mental health is a key determinant of maternal well-being, fetal development, and family harmony. Although various antenatal mental health interventions exist, their comparative efficacy needs further investigation. To evaluate Mindfulness-Based Childbirth and Parenting (MBCP), Mindfulness-Based Stress Reduction (MBSR), Mindfulness-Based Cognitive Therapy (MBCT), Cognitive-Behavioral Therapy (CBT), Music, and Yoga on maternal mental health outcomes to guide targeted intervention strategies. A systematic search of PubMed, Web of Science, Cochrane Library, Embase, Science Direct, and Medline was conducted from inception to May 1, 2025, to identify RCTs on six mind-body interventions in pregnant women. The primary outcome was depression and anxiety. The secondary outcomes were stress, pain, mindfulness, and self-efficacy. This study followed the Preferred Reporting Items for Systematic Reviews and Meta-analysis (PRISMA) and was registered in PROSPERO (CRD420251030950). Fifty-three RCTs (n = 10,167) were included. Compared with the control group, MBSR showed a significant reduction in depression [SUCRA = 93.07%, SMD = -1.66, 95%CI = (-2.25, -1.07)], anxiety [SUCRA = 87.79%, SMD = -1.94, 95%CI = (-2.77, -1.12)], and stress [SUCRA = 88.3%, SMD = -2.03, 95%CI = (-2.66, -1.40)]. Yoga showed significantly reducing on pain [SUCRA = 66.03%, SMD = -0.79, 95%CI = (-1.24, -0.35)] and enhancing self-efficacy [SUCRA = 80.13%, SMD = 0.85, 95%CI = (0.34, 1.37)]. MBCP showed a significant improvement in mindfulness [SUCRA = 87.10%, SMD = 0.72, 95%CI = (-0.15, 1.59)]. Different mind-body interventions may be associated with improvements in specific outcome domains. MBSR showed more consistent associations with reductions in depressive, anxiety, and stress, whereas yoga was more commonly associated with improvements in pain and self-efficacy, and MBCP with mindfulness. These findings should be interpreted cautiously given limited sample sizes and the lack of direct comparisons."
